KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K790739|Quinton, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/26/1979|SESE|CV|DPS||CV||Traditional|N||QUINTON MODEL 530X ECG DATA CART
K790740|Pausch Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/26/1979|SESE|RA|KPR||RA||Traditional|N||BS 66, UNIVERSAL BUCKY STAND
K790741|Pausch Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/26/1979|SESE|RA|KPR||RA||Traditional|N||COMPACT SYSTEM
K790742|Pausch Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/26/1979|SESE|RA|IXY||RA||Traditional|N||KS-78 VERTICAL WALL CASSETTE HOLDER
K790743|Pausch Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/23/1979|SESE|RA|KXJ||RA||Traditional|N||COORDINATUS, HORIZONTAL RADIOGRAPHOC
K790744|Empire Plastics Manufacturer||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|04/27/1979|SESE|AN|BWF||AN||Traditional|N||LUNG FUNCTION AMPLIFIER EXERCISER
K790745|Starkey Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|05/01/1979|SESE|EN|ESD||EN||Traditional|N||_MODEL WC-1 BEHIND-THE-EAR HEARING AID
K790746|Scudder Molner Instruments||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/16/1979|05/14/1979|SESE|NE|HCC||NE||Traditional|N||THE BIONIC EXERCISER
K790747|Siemens Medical Laboratories, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/16/1979|05/04/1979|SESE|RA|IYE||RA||Traditional|N||MEVATRON 74
K790749|Vabar Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/17/1979|05/16/1979|SESE|GU|EXD||GU||Traditional|N||COLOSTOMY ENEMA DEVICE
K790750|Vabar Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/17/1979|05/14/1979|SESE|GU|EXD||GU||Traditional|N||COLOSTOMY DEVICE W/ PRESSURE LID
K790753|American Hospital Supply Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/28/1979|SESE|IM|JRQ||CH||Traditional|N||DIMENSIONALL ROTATOR
K790754|Browne Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/01/1979|SESE|GU|FAP||GU||Traditional|N||BROWNE MODEL CF-1 AND CF-1G
K790755|Smec, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|05/14/1980|SESE|CV|DSP||CV||Traditional|N||SMEC BALLOON CANNULA
K790756|Delta Medical Industries||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/11/1979|SESE|CV|DTR||CV||Traditional|N||HEAT EXCHANGER COIL
K790757|Physio-Control Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/01/1979|SESE|CV|DSH||CV||Traditional|N||LIFEPAK 5 MONITOR, CASSETTE, #800923-01
K790758|Medical, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|05/08/1979|SESE|GU|FJG||GU||Traditional|N||HEMOCLEAR U-NEPHROS 1.0 DIALYZER
K790759|Medica Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|07/30/1979|SESE|IM|DBJ||IM||Traditional|N||IIF-APCA TEST KIT
K790760|Sigma Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|05/23/1979|SESE|CH|CHH||CH||Traditional|N||REAGENT SYSTEM #350HDL, SIGMA PROCEDURE
K790761|Roche Medical Electronics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/01/1979|SESE|OB|HGM||OB||Traditional|N||FETASONDE MODEL 2108
K790762|Biomet, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|05/14/1979|SESE|OR|HRY||OR||Traditional|N||PLATFORM TCCK TOTAL KNEE
K790763|Med General||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/18/1979|04/23/1979|SESE|SU|GCY||SU||Traditional|N||MAXI-VAC TM
K790764|Telectronics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|04/26/1979|SESE|CV|DXY||CV||Traditional|N||PACEMAKERS WITHOUT SILASTIC COATING
K790765|Siemens Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|04/26/1979|SESE|RA|IZF||RA||Traditional|N||MULTIGRAPH
K790766|Medtronic Vascular||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/19/1979|05/25/1979|SESE|CV|DTB||CV||Traditional|N||MEDTRONIC MODELS 6907/6901
K790767|Dade, Baxter Travenol Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|05/23/1979|SESE|HE|KSN||HE||Traditional|N||IMMU-TEK AUTOMATIC CENTRIFUGE
K790768|Wako Intl., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|05/23/1979|SESE|CH|CHH||CH||Traditional|N||WAKO CHOLESTEROL TEST
K790769|Bio/Data Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|05/03/1979|SESE|HE|JOZ||HE||Traditional|N||BETA/PAK
K790770|Aspen Laboratories, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/20/1979|05/18/1979|SESE|SU|GEI||SU||Traditional|N||SAFETY HOLSTER, SINGLE-USE
K790771|Gilford Diagnostics||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|05/15/1979|SESE|CH|CFJ||CH||Traditional|N||LD-P REAGENT (LDH P-L REAGENT)
K790772|Boehringer Mannheim Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|06/15/1979|SESE|CH|JIM||CH||Traditional|N||CHEMTAB
K790773|Calbiochem-Behring Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|06/15/1979|SESE|CH|CDT||CH||Traditional|N||ENZYMATIC TRIGLYCERIDES-S.V.R.
K790774|Depuy, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|08/03/1979|SESE|OR|KWM||OR||Traditional|N||LODA WRIST PROSTHESIS
K790775|Datascope Corp.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/20/1979|10/01/1979|SESE|CV|DSP||CV||Traditional|N||INTRA-AORTIC BALLOON, TYPE S
K790776|Dade, Baxter Travenol Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|05/23/1979|SESE|HE|KSG||HE||Traditional|N||DADE LOW IONIC STRENGTH SOLUITION (LISS)
K790779|Marcon Hearing Instruments, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|05/16/1979|SESE|GU|||||Traditional|N||MODEL H39C-BEHING-THE-EAR HEARING INSTRU
K790780|Varian Assoc., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|05/03/1979|SESE|TX|JXR||CH||Traditional|N||ATOMIC ABSORPTION SPECTROPHOTOMETER,
K790781|Varian Assoc., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|05/03/1979|SESE|TX|JXR||CH||Traditional|N||SPECTROPHOTOMETER SYSTEM, MODEL AA-475
K790783|Siemens Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|05/07/1979|SESE|RA|KXJ||RA||Traditional|N||KOORDINAT 3D
K790784|Catalyst Research Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|04/27/1979|SESE|AN|CCL||AN||Traditional|N||MODEL M25R, OXYGEN ANALYZER
K790785|Catalyst Research Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|04/27/1979|SESE|AN|CCL||AN||Traditional|N||MODEL M25RL, (CRC) OXYGEN ANALYZER
K790786|Gilford Diagnostics||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/23/1979|06/15/1979|SESE|CH|CFR||CH||Traditional|N||GLUCOSE (HK) REAGENT
K790788|Scientific Pharmaceuticals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|07/06/1979|SESE|DE|EBC||DE||Traditional|N||FISSURE SEALER AND BONDING AGENT
K790789|Scientific Pharmaceuticals, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/24/1979|07/06/1979|SESE|DE|EBF||DE||Traditional|N||COMPOSITE RESTORATIVE, PASTE/PASTE TYPE
K790790|Medtronic Vascular||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/24/1979|05/25/1979|SESE|NE|GZB||NE||Traditional|N||PISCES-SELECTOR X
K790791|Gelman Sciences, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|06/15/1979|SESE|CH|LBT||CH||Traditional|N||ELECTROPHORESIS REAGENT SET, HDL
K790792|Elema-Schonander, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|10/12/1979|SESE|CV|DXY||CV||Traditional|N||PULSE GENERATOR MODEL 637
K790793|Howmedica Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|06/22/1979|SESE|OR|KWN||OR||Traditional|N||AMC R METACARPAL COMPONENT
K790794|Elmed, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|05/31/1979|SESE|CV|DPS||CV||Traditional|N||SIEMENS CARDIOSTAT 701
K790795|The Perkin-Elmer Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|07/24/1979|SESE|TX|JXR||CH||Traditional|N||MODEL 4000, SPECTROPHOTOMETER
K790796|Alta Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|07/17/1979|SESE|CH|CET||CH||Traditional|N||LIPASE REAGENT SET
K790797|Alta Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|07/17/1979|SESE|CH|KHM||CH||Traditional|N||AMYLASE REAGENT SET
K790798|Helena Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/17/1979|06/05/1979|SESE|CH|JHG||CH||Traditional|N||FETAL MATURITY TEST PROCEDURE
K790799|Analytic Technology||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|05/31/1979|SESE|DE|EAT||DE||Traditional|N||PULPTESTER MODEL 2001
K790800|Ventrex Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|06/15/1979|SESE|TX|CDX||CH||Traditional|N||CENTRIA T4 RIA TEST SET
K790801|Central Biological Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/19/1979|05/03/1979|SESE|MI|JSK||MI||Traditional|N||STERILE DEFIBRINATED SHEEP BLOOD
K790802|Stewart Research, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/25/1979|05/01/1979|SESE|SU|GAX||SU||Traditional|N||ESSAR TOURNIQUET FOR VENIPUNCTURE
K790803|Medicor USA , Ltd.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/25/1979|06/28/1979|SESE|CH|||||Traditional|N||SYRINGE TONOMETER
K790804|Surgikos, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|05/25/1979|SESE|CV|DTL||CV||Traditional|N||PURGE LINE UNIT
K790805|Technical Resources, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/25/1979|06/06/1979|SESE|TX|DIT||TX||Traditional|N||DRUG ABUSE DIPSTICKS
K790806|Harry J. Bosworth Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|08/03/1979|SESE|DE|EBA||DE||Traditional|N||PORCELIT
K790807|Harry J. Bosworth Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/24/1979|08/03/1979|SESE|DE|EBA||DE||Traditional|N||METALIT
K790808|Specialty Medical Industries, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/26/1979|11/05/1979|SESE|CH|CEK||CH||Traditional|N||PROTEIN ASSAY KIT
K790809|Airco/Ohio Medical Products||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/26/1979|05/04/1979|SESE|AN|CBK||AN||Traditional|N||VS, ANESTHESIA VENTILATOR
K790810|Crest Medical Equipment||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/26/1979|05/25/1979|SESE|CV|DXQ||CV||Traditional|N||DISPOSA-CUF
K790811|Howmedica Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/26/1979|07/30/1979|SESE|HO|FQH||HO||Traditional|N||EXETER BONE LAUAGE SYSTEM
K790812|Coulter Electronics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/26/1979|06/28/1979|SESE|CH|JPZ||CH||Traditional|N||COULTER ACCU-ZYME IIY-GT REAGENT KIT
K790813|Ortho Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|06/28/1979|SESE|CH|JJS||CH||Traditional|N||MULTECON BLOOD GAS CONTROL
K790814|Spiess Design, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|06/27/1979|SESE|HO|FRN||HO||Traditional|N||DELTA PUMP
K790815|Marion Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|05/15/1979|SESE|PA|IGM||PA||Traditional|N||CULTURETTE BRAND PVA
K790816|Geometric Data, Div. Smithkline Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|07/17/1979|SESE|HE|GKZ||HE||Traditional|N||HEMATRAK MODEL 480
K790817|New England Nuclear||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|05/07/1979|SESE|CH|JFH||CH||Traditional|N||RIA KIT, QUANTITATION OF PROSTATIC ACID
K790818|Graphic Controls Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/27/1979|06/05/1979|SESE|NE|GYB||NE||Traditional|N||MEDI-TRACE EEG CREME
K790820|Dhd Medical Products Div. Diemolding Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/01/1979|05/04/1979|SESE|AN|CBP||AN||Traditional|N||NON-REBREATHING T PIECE
K790822|Scientific Pharmaceuticals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/01/1979|07/06/1979|SESE|DE|EBF||DE||Traditional|N||ANTERIOR/POSTERIOR RESTORATIVE LIQUID
K790823|Espe GmbH (Us)||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/01/1979|10/22/1979|SESE|DE|EBF||DE||Traditional|N||VISIO-DISPERS
K790824|Cyberex Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/01/1979|06/27/1979|SESE|GU|FIL||GU||Traditional|N||REPGREEN ULTRAFILTRATION MONITOR
K790825|Honeywell, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|05/31/1979|SESE|CV|DSF||CV||Traditional|N||LS-8 VISICORDER
K790826|Helena Laboratories||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|04/30/1979|05/31/1979|SESE|HE|JPK||HE||Traditional|N||COAGULATION ARP
K790827|Hospal Medical Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/20/1979|09/04/1979|SESE|GU|KDI||GU||Traditional|N||RP-610 PARALLEL PLATE DIALYZER
K790829|Syva Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|05/15/1979|SESE|TX|DJB||TX||Traditional|N||EMIT GENTAMICIN ASSAY
K790830|Syva Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|05/15/1979|SESE|TX|LAS||TX||Traditional|N||EMIT GENTAMICIN CONTROL
K790831|Icl Scientific||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|06/15/1979|SESE|MI|GTQ||MI||Traditional|N||ANTISTREPTOLYSIN (ASO) LATEX SLIDE TEST
K790832|Espe GmbH (Us)||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|04/30/1979|SESP|DE|EMA||DE||Traditional|N||KETAC APPLIC-CAPSULES
K790833|Espe GmbH (Us)||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|04/30/1979|SESP|DE|KLE||DE||Traditional|N||VISIO-BOND
K790834|The Dow Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|06/28/1979|SESE|CH|CDO||CH||Traditional|N||UV URIC ACID DETERMINATION
K790835|Atomic Products Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|06/22/1979|SESE|CV|DXT||CV||Traditional|N||DYNAJECT
K790836|Centaur Sciences, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|07/30/1979|SESE|HO|FLN||HO||Traditional|N||GUARDIAN II I.V. CONTROLLER
K790837|Spacelabs, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|04/30/1979|05/16/1979|SESE|CV|DSI||CV||Traditional|N||ARRHYTHMIA II CARDULE
K790838|Shiley, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/01/1979|06/11/1979|SESE|CV|DXE||CV||Traditional|N||ARTERIAL EMBOLECTOMY CATHETER (MODIFIED)
K790840|Amersham Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/02/1979|06/28/1979|SESE|CH|JJY||CH||Traditional|N||THYROID CONTROL SERA CODE QAS.101
K790841|Sorensen Research||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/02/1979|06/27/1979|SESE|GU|KOC||GU||Traditional|N||TG 2, TRI-GARD PRESSURE MONITOR
K790842|Heyer Schulte Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/02/1979|08/03/1979|SESE|SU|LCJ||||Traditional|N||SUBCUTANEOUS TISSUE EXPANDER
K790843|Northwest Orthodontics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/02/1979|05/31/1979|SESE|DE|DZB||DE||Traditional|N||SNAP-WAY
K790845|National Medical Technology||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|07/24/1979|SESE|EN|ENZ||EN||Traditional|N||DUALUME LARYNGEAL EXAMINATION TELESCOPE
K790846|Grason-Stadler, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|05/17/1979|SESE|EN|EWO||EN||Traditional|N||MIDDLE EAR ANALYZER (IMPED. AUDIOMTR)
K790847|Alfred V. Greco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|05/25/1979|SESE|PM|IPF||PM||Traditional|N||EGS MODEL 300
K790848|Abbott Laboratories||One Abbott Park Rd.||Abbott Park|IL|US|60064|60064|05/03/1979|08/10/1979|SESE|CH|KLI||CH||Traditional|N||A-GENT QUANTICHROM T4 11A
K790849|Holter-Hausner Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/03/1979|05/11/1979|SESE|NE|JXG||NE||Traditional|N||H-H FIXATION AND JOINING CONNECTORS
K790850|3M Company||8124 Pacific Ave.||White City|OR|US|97503|97503|05/04/1979|05/31/1979|SESE|NE|GXY||NE||Traditional|N||T.E.N.S.* SINGLE-USE ELECTRODE
K790851|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|07/30/1979|SESE|OB|KOH||OB||Traditional|N||VAGI-PRESS #401
K790852|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|07/30/1979|SESE|OB|KNA||OB||Traditional|N||VAGI-SPEC
K790853|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|07/30/1979|SESE|OB|KNA||OB||Traditional|N||EASY-SPEC
K790854|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|06/05/1979|SESE|SU|GEN||SU||Traditional|N||FORCEPS #101 AND #102
K790855|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|08/03/1979|SESE|SU|GDO||SU||Traditional|N||SURGICAL DRAPE CLIP #201
K790856|C. Intl.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/04/1979|05/29/1979|SESE|GU|GCF||GU||Traditional|N||PROCTOSCOPE #501
K790858|Saab-Scania of America, Inc.|||||MA|US|||05/03/1979|05/15/1979|SESE|PM|ITI||PM||Traditional|N||PERMOBIL EXTERIOR
K790859|Saab-Scania of America, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/03/1979|05/15/1979|SESE|PM|ITI||PM||Traditional|N||PERMOBIL SUPERIOR
K790860|Plastics Supplies & Products||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/29/1979|SESE|AN|FOG||AN||Traditional|N||RT-HOOD
K790861|Otal Precision Co. , Ltd.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/07/1979|SESP|PM|||||Traditional|N||MOIRE CONTOURGRAPH, MODELS MS-1, SS-1
K790862|Biovation, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/28/1979|SESE|CH|JRE||CH||Traditional|N||BIOVATION DIGITAL URINOMETER
K790863|Pcl-Ria, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|07/17/1979|SESE|CH|JHI||CH||Traditional|N||HUMAN CHORIONIC GONADOTROPHIN STANDARDS
K790864|Pcl-Ria, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|07/17/1979|SESE|CH|JHI||CH||Traditional|N||RABBIT ANTISERUM TO HUMAN CHORIONIC
K790865|Sherwood Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/28/1979|SESE|CH|LBR||CH||Traditional|N||LANCER HDL SEPARATION KIT
K790866|Williams Gold Refining Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/15/1979|SESE|DE|EJT||DE||Traditional|N||14 KARAT CASTING GOLD
K790867|Telectronics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/31/1979|SESE|CV|DXY||CV||Traditional|N||CARDIAC PULSE GENERATOR, 16 SERIES
K790868|Telectronics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/25/1979|SESE|CV|DXY||CV||Traditional|N||GENERATOR, 16 SERIES, MODIFIED TOP CAP
K790869|Creative Instruments||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/17/1979|SESE|CV|DPS||CV||Traditional|N||CARDIO-SLIDECOMP
K790870|Marcon Hearing Instruments, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|07/05/1979|SESE|EN|ESD||EN||Traditional|N||MODEL H63, BEHIND-THE-EAR
K790871|Hamilton Industries, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/14/1979|SESE|SU|||||Traditional|N||ENCLOSED CASE CART
K790872|Biosearch Medical Products, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/23/1979|SESE|SU|FZX||SU||Traditional|N||ENTERIC TUBE GUIDE
K790873|Pacesetter Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|09/20/1979|SESE|CV|DXY||CV||Traditional|N||MODEL 221 PROGRAMALITH PULSE GENERATOR
K790874|Vivadent (Usa), Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/05/1979|SESE|DE|EJJ||DE||Traditional|N||AMALCAP-NON-GAMMA-2
K790875|Sherwood Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|07/30/1979|SESE|OB|HHK||OB||Traditional|N||MONOJECT ENDOMETRIAL SAMPLING KIT
K790876|Pcl-Ria, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|07/17/1979|SESE|CH|JHI||CH||Traditional|N||LABELED HUMAN CHORIONIC GONADOTROPHIN
K790877|Stackhouse Assoc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/07/1979|05/23/1979|SESE|OR|JDY||OR||Traditional|N||BIOVAC: LFA LASER FUME (SMOKE) EVACUATIO
K790878|Vicon Instrument Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|08/03/1979|SESE|EN|EWO||EN||Traditional|N||SCREENING AUDIOMETER, HIGH FREQUENCY
K790879|Pall Biomedical Products Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/07/1979|06/01/1979|SESE|HO|FPB||HO||Traditional|N||ULTIPOR SOLUTION CONTAINER FILTER
K790882|Introstat||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/08/1979|06/11/1979|SESE|CV|DQX||CV||Traditional|N||LEAD INTRODUCER SET
K790883|Hayes Products, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/09/1979|07/24/1979|SESE|NE|||||Traditional|N||STRESS/EMERGENCY EELCTRODE
K790884|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/17/1979|SESE|CV|||||Traditional|N||FACE TENT-VINYL
K790885|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/17/1979|SESE|AN|CAT||AN||Traditional|N||NASAL, OXYGEN, CANNULA
K790886|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/17/1979|SESE|CV|||||Traditional|N||CORRUGATED FLEXIBLE POLYETHYLENE
K790887|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/05/1979|SESE|AN|BZA||AN||Traditional|N||TEE ADAPTER
K790888|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|06/27/1979|SESE|AN|BZA||AN||Traditional|N||TRACH T WITH ONE-WAY VALVES
K790889|Airlife, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/07/1979|05/17/1979|SESE|CV|||||Traditional|N||CIRCUIT, BREATHING (W CONNEC, Y PIECE)
K790890|Airlife, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/07/1979|06/27/1979|SESE|HO|FQZ||HO||Traditional|N||TEMPO2-I DISPOSABLE THERMOMETERS
