KNUMBER|APPLICANT|CONTACT|STREET1|STREET2|CITY|STATE|COUNTRY_CODE|ZIP|POSTAL_CODE|DATERECEIVED|DECISIONDATE|DECISION|REVIEWADVISECOMM|PRODUCTCODE|STATEORSUMM|CLASSADVISECOMM|SSPINDICATOR|TYPE|THIRDPARTY|EXPEDITEDREVIEW|DEVICENAME
K261609|Maxx Orthopedics, Inc.|Asawari  Hare|2460 General Armistead Ave. #100||Norristown|PA|US|19403|19403|05/14/2026|08/04/0020|SESE|OR|HSX|Summary|OR||Traditional|N||Freedom Partial Knee System
K261915|Boston Scientific Corporation|Uma  Ramnanan|100 Boston Scientific Way||Marlborough|MA|US|01752|01752|06/09/2026|08/04/0020|SESE|GU|FED|Summary|GU||Traditional|N||Navigator™ Flex Ureteral Access Sheath Set
K760001|Zimmer, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|05/26/1976|07/26/1976|SESE|PM|||||Traditional|N||ARCH SUPPORT (ARCH AID)
K760002|Zimmer, Inc.||||1831 Olive St. St. Louis|MO|US|||05/26/1976|07/26/1976|SESE|PM|IQI||PM||Traditional|N||KNEE AID
K760003|Zimmer, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|05/26/1976|07/26/1976|SESE|PM|ITG||PM||Traditional|N||CAST MATERIAL (WICKET STOCKINETTE)
K760004|Stewart-Naumann Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/07/1976|08/23/1976|SESE|HO|FMF||HO||Traditional|N||SYRINGE, DISPOSABLE, ALL PLASTIC
K760005|Stewart-Naumann Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/07/1976|08/23/1976|SESE|HO|FMF||HO||Traditional|N||SYRINGE, DISPOSABLE, GLASS & PLASTIC
K760006|Micromedic Systems||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/07/1976|07/20/1976|SESE|CH|||||Traditional|N||RADIOASSAY, CONCEPT 4
K760007|Geometric Data, Div. Smithkline Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/08/1976|09/03/1976|SESE|HE|GKJ||HE||Traditional|N||BLOOD-SMEARING INSTRUMENT (MINIPREP TM)
K760008|Kyocera International, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/08/1976|10/05/1976|SESE|DE|DZE||DE||Traditional|N||DENTAL MATERIAL, IMPLANT, HIGH-PURITY AL
K760009|The Dow Chemical Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/10/1976|07/20/1976|SESE|CH|CFH||CH||Traditional|N||COLORIMETRIC DETERMINATION (LDH)
K760010|The Dow Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/10/1976|07/26/1976|SESE|CH|CIT||CH||Traditional|N||COLORIMETRIC DETERMINATION (SGOT/SGPT)
K760011|The Dow Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/10/1976|07/26/1976|SESE|CH|CDT||CH||Traditional|N||REAGENT, TRIGLYCERIDES
K760012|Travenol Laboratories, S.A.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/10/1976|07/16/1976|SESE|HE|BSB||HE||Traditional|N||BLOOD WARMER (CODE 4R4305)
K760013|Cordis Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/10/1976|07/20/1976|SESE|CV|DTC||CV||Traditional|N||PACER SYSTEMS ANALYZER (CORDIS)
K760016|Parke-Davis Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1976|07/16/1976|SESE|CV|||||Traditional|N||SURGICAL BLADES (BEAVER)
K760017|Mckesson Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1976|07/20/1976|SESE|AN|BZR||AN||Traditional|N||CONSIOUS SEDATION (ANALOR P-76)
K760018|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1976|07/20/1976|SESE|HE|GIM||CH||Traditional|N||VACUUM TUBES, STERILE (J-VAC)
K760019|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/11/1976|07/20/1976|SESE|HE|GIM||CH||Traditional|N||VACUUM TUBES, PEDIATRIC SIZES (J-VAC)
K760022|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/09/1976|SESE|SU|GAA||SU||Traditional|N||NEEDLE, FILTER
K760023|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/26/1976|SESE|CH|JMK||CH||Traditional|N||ULTRAZYME HBD
K760024|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/26/1976|SESE|CH|CJE||CH||Traditional|N||ULTRAZYME ALKALINE PHOSPHATASE
K760025|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/26/1976|SESE|CH|JPZ||CH||Traditional|N||ULTRAZYME GT
K760026|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|09/21/1976|SESE|CH|CIJ||CH||Traditional|N||ULTRAZYME AMYLASE
K760027|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|07/20/1976|SESE|HE|IAF||HE||Traditional|N||DSP - STAIN PACK
K760028|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|09/15/1976|SESE|CH|JHT||CH||Traditional|N||CPK - ISOENZYMES
K760029|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|09/15/1976|SESE|CH|CDT||CH||Traditional|N||ENZYMATIC TRIGLYCERIDE
K760030|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|09/13/1976|SESE|CH|CEO||CH||Traditional|N||CLINICARD PHOSPHORUS
K760031|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|07/20/1976|SESE|HE|HZT||HE||Traditional|N||HISTOCHEMICAL PAS REACTION SET
K760032|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|IM|KIN||PA||Traditional|N||TEST, MONO., DIFFERENTIAL SLIDE
K760033|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|MI|GTZ||MI||Traditional|N||TEST, ANTIBODIES FOR GRP A, LATEX SLIDE
K760034|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/11/1976|SESE|MI|DEM||IM||Traditional|N||TEST, STREP, LATEX SLIDE
K760035|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|IM|DCK||IM||Traditional|N||TEST, C-REATIVE PROTEIN, LATEX SLIDE
K760036|Gamma Biologicals, Inc.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/14/1976|08/03/1976|SESE|IM|DHR||IM||Traditional|N||TEST, LATEX SLIDE, RHEUMATOID FACTOR
K760037|Inspiron Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|07/16/1976|SESE|AN|BTT||AN||Traditional|N||HEATER, IMMERSION W/ HUMIDIFIER & NEBUL.
K760039|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|07/16/1976|SESE|AN|CBO||AN||Traditional|N||VALVE, I.M.V. (U-MID ONE WAY)
K760040|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|08/03/1976|SESE|IM|KTN||IM||Traditional|N||TEST, MONO., CARD (MACRO-VUE)
K760041|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|07/16/1976|SESE|HO|CAH||AN||Traditional|N||FILTER, RESPIRATORY (U-MID)
K760042|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|08/30/1976|SESE|GU|KOC||GU||Traditional|N||BLOOD TUBING SETS
K760043|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|08/03/1976|SESE|IM|DHR||IM||Traditional|N||TEST, RHEUM. ARTH., CARD (MACRO-VUE)
K760044|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|07/26/1976|SESE|CH|JLW||CH||Traditional|N||KIT, RIA, HUMAN THYROID HORMONE
K760045|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/15/1976|07/20/1976|SESE|CH|JJA||CH||Traditional|N||KIT, RADIOASSAY, SERUM IRON
K760046|Tomlin B. Horsley, Jr.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|10/21/1976|SESE|OP|HPX||||Traditional|N||CASE, CONTACT LENS, PLASTIC
K760047|M-C Ind., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|03/01/1977|SESE|SU|EYN||GU||Traditional|N||TRAY, BLADDER IRRIGATION
K760048|M-C Ind., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|03/01/1977|SESE|GU|FCM||GU||Traditional|N||TRAY, URETHRAL CATHETERIZATION
K760051|M-C Ind., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|08/30/1976|SESE|SU|KDD||SU||Traditional|N||TRAY, SUTURE REMOVAL
K760052|M-C Ind., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/15/1976|07/16/1976|SESE|SU|LDQ||HO||Traditional|N||KIT, PREP SHAVE
K760054|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/16/1976|08/03/1976|SESE|MI|JTW||MI||Traditional|N||CULTURE TUBE, (VACUTAINER)
K760055|Smithkline Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|08/26/1976|SESE|CH|CFR||CH||Traditional|N||REAGENT, GLUCOSE, FLOW-THROUGH ANALYZER
K760057|Smithkline Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|09/13/1976|SESE|IM|CDP||CH||Traditional|N||TEST, RIA, TRIODOTHYRONINE
K760063|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/16/1976|08/03/1976|SESE|MI|JTX||MI||Traditional|N||SPECIMEN COLLECTOR, ANAEROBIC
K760064|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|07/21/1976|SESE|CV|KRB||CV||Traditional|N||CATHETER, THERMAL DILUTION, ANIMAL & PED
K760065|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|07/21/1976|SESE|CV|KRB||CV||Traditional|N||CATHETER, THERMAL DILUTION, PEDIATRIC
K760066|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|07/21/1976|SESE|CV|DXL||CV||Traditional|N||TRAY, ICED INJECTABLE (26420)
K760067|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|07/21/1976|SESE|CV|KRB||CV||Traditional|N||CATHETER, THERMAL DILUTION, OPEN CHEST
K760068|New England Nuclear||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|07/20/1976|SESE|TX|DJB||TX||Traditional|N||KIT, RIA, GENTAMICIN SULF.
K760069|Pharmaseal Div., Baxter Healthcare Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/16/1976|10/20/1976|SESE|GU|KNX||GU||Traditional|N||BAG, LEG, URINE COLLECTING DEVICE
K760070|Bemis Health Care||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|HO|||||Traditional|N||TUMBLER, PERSONAL, ROUND, 9 OUNCE
K760071|Bemis Health Care||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|HO|||||Traditional|N||TRAY, PERSONAL, RECTANG. 8 1/2 X 5 1/4
K760072|Bemis Health Care||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|HO|||||Traditional|N||CARAFE, PERSONAL, 1-QT SEMI-RECTANGULAR
K760073|Bemis Health Care||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/18/1976|07/20/1976|SESE|SU|LDQ||HO||Traditional|N||BASIN, WASH, 6-QT RECTANGULAR
K760074|J.T. Baker Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|TX|DLR||TX||Traditional|N||KIT, MORPHINE (TOXI-PAK IMMUNO HI)
K760075|J.T. Baker Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|TX|DIW||TX||Traditional|N||KIT, METHADONE (TOXI-PAK IMMUNO HI)
K760076|Fraser Sweatman, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/16/1976|SESE|AN|BSF||AN||Traditional|N||ABSORBER, ANESTHESIA CIRCLE SYS, CO2
K760077|Smithkline Diagnostics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/16/1976|SESE|TX|DND||TX||Traditional|N||TEST, RIA, SERUM DIGOXIN
K760078|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|CH|CDP||CH||Traditional|N||REAGENT, RIA TRIIODOTHYRONINE T3 (#200)
K760079|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/18/1976|07/20/1976|SESE|CH|CDX||CH||Traditional|N||REAGENT, THYROXINE T4 (#210)
K760080|Inspiron Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/15/1976|SESE|AN|CAT||AN||Traditional|N||CANNULA, NASAL, FOR OXYGEN
K760081|Inspiron Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/15/1976|SESE|HO|CAH||AN||Traditional|N||FILTER, BACTERIA (#2290)
K760082|Inspiron Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/16/1976|SESE|HO|CBC||HO||Traditional|N||BOTTLE, CONDENSATE (#1628)
K760083|Narco Bio-Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|RA|||||Traditional|N||PHYSIOSCOPE
K760084|Narco Bio-Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/26/1976|SESE|NE|HCC||NE||Traditional|N||MONITOR, GSR (NB-401)
K760085|Concord Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|HO|FNY||HO||Traditional|N||BASIN, STERILE (#3200)
K760086|Concord Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/16/1976|SESE|HE|GJE||CH||Traditional|N||TRAY, BLOOD SAMPLING (PULSATOR II)
K760087|Meadox Medicals, Div. Boston Scientific Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|CV|DWS||CV||Traditional|N||TAPE, VASCULAR, 1/4 DACRON
K760088|Ohio Medical Products||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|08/06/1976|SESE|AN|CCC||AN||Traditional|N||ANALYZER, SENTORR BLOOD GAS
K760089|Hoffmann-La Roche, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|IM|||||Traditional|N||TEST, IN-VITRO DIAGNOSTIC
K760090|Meadox Medicals, Div. Boston Scientific Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|CV|DSY||CV||Traditional|N||GRAFT, COOLEY GUIDELINE, STERILE
K760091|Meadox Medicals, Div. Boston Scientific Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|CV|DSY||CV||Traditional|N||GRAFT, MICROVEL GUIDELINE, STERILE
K760092|Meadox Medicals, Div. Boston Scientific Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|CV|DSY||CV||Traditional|N||GRAFT, COOLEY WOVEN VASCULAR, STERILE
K760093|C.R. Bard, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|08/23/1976|SESE|GU|GBM||GU||Traditional|N||CATHETER, SILICONE FOLEY (BARDEX)
K760094|Kendall Research Center||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/16/1976|SESE|SU|NAB||SU||Traditional|N||SPONGE, CURITY WASHED GAUZE
K760095|Campillary Systems||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/21/1976|07/20/1976|SESE|AN|CAF||AN||Traditional|N||RESPIRIZOR
K760096|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|MI|GTQ||MI||Traditional|N||REAGENT, LYOPHILIZED ANTI-STREPTOLYSIN O
K760097|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|MI|GSZ||MI||Traditional|N||FEBRILE ANTIGENS & CONTROL SERUMS
K760098|Gamma Biologicals, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/14/1976|08/03/1976|SESE|MI|GMT||MI||Traditional|N||REAGENT, VDRL
K760101|Ohio Medical Products||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1976|07/15/1976|SESE|CV|||||Traditional|N||OXYGEN & RESUSCITATION (HOPE II MODEL)
K760102|Ohio Medical Products||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1976|07/16/1976|SESE|AN|CAX||AN||Traditional|N||FLOWMETER, P.C., REDESIGNED VERSION
K760103|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1976|07/16/1976|SESE|HO|FPA||HO||Traditional|N||CAP, INJECTION (#4600)
K760104|Air-Shields, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/23/1976|09/21/1976|SESE|AN|FLS||AN||Traditional|N||RESPIRATION MONITOR
K760105|Concord Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|10/07/1976|SESE|GU|KNX||GU||Traditional|N||BAG, URINE COLLECTION, CLOSED SYSTEM
K760106|Orthopedic Equipment Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/20/1976|SESE|OR|JDG||OR||Traditional|N||PROSTHESIS, TOTAL HIP-FEMORAL
K760107|Orthopedic Equipment Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/20/1976|SESE|OR|JDG||OR||Traditional|N||PROSTHESIS, TOTAL HIP-TEST FEMORAL
K760108|Orthopedic Equipment Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/20/1976|SESE|OR|JDG||OR||Traditional|N||PROSTHESIS, TOTAL HIP-TEST CUP
K760109|Orthopedic Equipment Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/20/1976|SESE|SU|HTR||SU||Traditional|N||PROSTHESIS, TOTAL HIP-RASP
K760110|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/16/1976|SESE|HO|FPA||HO||Traditional|N||FILTER, I.V. (#4700)
K760111|Jelco Laboratories||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/16/1976|SESE|HO|FPA||HO||Traditional|N||FILTER, I.V., WITH FLASH BULB (#4701)
K760112|The Perkin-Elmer Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/16/1976|SESE|TX|JJQ||CH||Traditional|N||SPECTROPHOTOMETER (JUNIOR III)
K760113|Parke-Davis Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/24/1976|07/15/1976|SESE|SU|EFQ||||Traditional|N||SPONGE, LAPAROTOMY GAUZE
K760118|Johnson & Johnson Professionals, Inc.||325 Paramount Dr.||Raynham|MA|US|02767|02767|06/25/1976|07/20/1976|SESE|HO|FLL||HO||Traditional|N||THERMOMETER, DIGITAL FEVER (MEDITEMP)
K760119|Instrumentation Laboratory CO||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/25/1976|07/20/1976|SESE|CH|JXR||CH||Traditional|N||SAMPLER, FLAMELESS (IL MODEL 555)
K760120|Spacelabs, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CV|DRT||CV||Traditional|N||PULSE CARDULE (MODEL 1859/1860 ECG)
K760121|Lorvic Corp.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/16/1976|SESE|DE|||||Traditional|N||IMPULSE HEAT SEALER
K760122|Williams Gold Refining Co., Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/16/1976|SESE|DE|EJT||DE||Traditional|N||WILL-CERAM Y-2
K760123|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/28/1976|07/20/1976|SESE|HE|KSK||HE||Traditional|N||AUTOZYME
K760124|Bd Becton Dickinson Vacutainer Systems Preanalytic||1875 Eye St. NW Suite 625||Washington|DC|US|20006|20006|06/28/1976|07/20/1976|SESE|HE|GIF||HE||Traditional|N||AUTO CELL DILUENT
K760125|Sherwood Medical Industries||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/19/1976|SESE|AN|BTQ||AN||Traditional|N||AIRWAY, ARGYLE NASOPHARYNGEAL
K760126|Tru-Form Optics, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|OP|HPX||||Traditional|N||LENS, HARD CONTACT
K760127|Concord Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|10/07/1976|SESE|GU|FCM||GU||Traditional|N||TRAY, CATHETERIZATION W/O CATHETER
K760128|Concord Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|10/07/1976|SESE|GU|FCM||GU||Traditional|N||TRAY, CATHETERIZATION W/ CATHETER
K760129|Harleco||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|HE|GIF||HE||Traditional|N||SALINE, ISOTONIC BUFFERED, AZIDE-FREE
K760130|Usci, Div. C.R. Bard, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CV|DSY||CV||Traditional|N||PROSTHESIS, VASCULAR BIFURCATED
K760131|Sigma Chemical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CH|JJN||CH||Traditional|N||AGARO-GEL, PRODUCT # A1266
K760132|Bio-Rad||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|IM|JLW||CH||Traditional|N||TEST, RIA, TSH QUANTIMUNE
K760133|Bio-Rad||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CH|CGN||CH||Traditional|N||PROCEDURE, RED CELL FOLATE ASSAY
K760134|Bio-Rad||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CH|CEE||CH||Traditional|N||PROCEDURE, RA, THYROXINE BINDING PROTEIN
K760135|Bio-Rad||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|IM|CDX||CH||Traditional|N||TEST, RA, QUANTA-COUNT T-4
K760136|Sherwood Medical Industries||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/20/1976|SESE|CV|DWS||CV||Traditional|N||CATHETER, THORACIC DRAIN
K760137|Sherwood Medical Industries||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/28/1976|07/16/1976|SESE|GU|FPD||GU||Traditional|N||TUBE, FEEDING, ARGYLE
K760138|Conco Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/19/1976|SESE|HO|FQM||HO||Traditional|N||BANDAGE, CEB COTTON ELASTIC
K760139|Conco Medical Co.||4221 Richmond Rd., NW||Walker|MI|US|49534|49534|06/29/1976|07/19/1976|SESE|HO|FQM||HO||Traditional|N||BANDAGE, E-COTTON ELASTIC
K760140|Conco Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/19/1976|SESE|HO|FQM||HO||Traditional|N||BANDAGE, WRINKY-LASTIC ELASTIC GAUZE
K760141|Conco Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/19/1976|SESE|HO|FQM||HO||Traditional|N||BANDAGE, CONFO-LASTIC ALL COTTON ELASTIC
K760142|Conco Medical Co.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/19/1976|SESE|HO|FQM||HO||Traditional|N||BANDAGE, RAPIDO-LASTIC COTTON/NYLON
K760143|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/20/1976|SESE|IM|DEX||IM||Traditional|N||SERUM, ALPHA-1-GLYCOPROTEIN ANTI-HUMAN
K760144|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/20/1976|SESE|IM|DAD||IM||Traditional|N||SERUM, HAPTOGLOBIN GOAT ANTI-HUMAN ACID
K760145|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/19/1976|SESE|IM|DEW||IM||Traditional|N||SERUM, IGG GOAT ANTI-HUMAN ACID
K760146|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/20/1976|SESE|IM|CZP||IM||Traditional|N||SERUM, IGA GOAT ANTI-HUMAN ACID
K760147|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/20/1976|SESE|IM|DFT||IM||Traditional|N||SERUM, IGM ANTI-HUMAN ACID
K760148|Oxford Laboratories, Inc.||803 N. Front St. Suite 3||Mchenry|IL|US|60050|60050|06/29/1976|07/20/1976|SESE|IM|CZW||IM||Traditional|N||SERUM, B1A GLOBULIN C3C GOAT ANTI-HUMAN
